CBLB	Q13191	TP53	P04637	0.1
CBLB	Q13191	KIT	P10721	0.289
CBLB	Q13191	NCK1	P16333	0.497
CBLB	Q13191	FLT3	P36888	0.274
TBX2	Q13207	CDKN1A	P38936	0.221
TBX2	Q13207	CDKN2A	Q8N726	0.412
SEMA3B	Q13214	NRP1	O14786	0.687
SEMA3B	Q13214	NRP2	O60462	0.508
SEMA3B	Q13214	PLXNA2	O75051	0.541
SEMA3B	Q13214	PLXNA4	Q9HCM2	0.539
DNAJC3	Q13217	EIF2AK2	P19525	0.576
DNAJC3	Q13217	EIF2AK3	Q9NZJ5	0.555
GRIN2B	Q13224	NMDA receptor_2B	SIGNOR-C348	0.742
MAP3K1	Q13233	MAP2K7	O14733	0.73
MAP3K1	Q13233	MAP2K6	P52564	0.356
MAP3K1	Q13233	MAP2K1	Q02750	0.642
MAP3K1	Q13233	MAP2K1	Q02750	0.642
MAP3K1	Q13233	FADD	Q13158	0.397
MAP3K1	Q13233	CRTC1	Q6UUV9	0.27
PRKG2	Q13237	HSPB1	P04792	0.1
PRKG2	Q13237	HSPB1	P04792	0.1
PRKG2	Q13237	PLCB3	Q01970	0.48
PRKG2	Q13237	HCN2	Q9UL51	0.1
SLA	Q13239	KIT	P10721	0.1
SLA	Q13239	EPHA2	P29317	0.364
NOG	Q13253	BMPR1B	O00238	0.477
NOG	Q13253	BMP2	P12643	0.748
NOG	Q13253	BMP4	P12644	0.751
NOG	Q13253	BMP7	P18075	0.848
NOG	Q13253	BMPR1A	P36894	0.487
NOG	Q13253	BMPR1A	P36894	0.487
NOG	Q13253	GDF5	P43026	0.631
NOG	Q13253	BMPR2	Q13873	0.467
ATM	Q13315	CHEK2	O96017	0.769
NOG	Q13253	BMPR1A/1B/2	SIGNOR-C29	0.477
NOG	Q13253	BMPR1A/1B/2	SIGNOR-C29	0.477
GRM1	Q13255	calcium(2+)	CHEBI:29108	0.1
MAD2L1	Q13257	MCC	SIGNOR-C382	0.97
PTGDR	Q13258	GNAL	P38405	0.174
PTGDR	Q13258	GNAS	Q5JWF2	0.557
IL15RA	Q13261	IL2RB	P14784	0.803
IL15RA	Q13261	JAK1	P23458	0.363
IL15RA	Q13261	TYK2	P29597	0.138
IL15RA	Q13261	TIMP3	P35625	0.1
IL15RA	Q13261	PPARG	P37231	0.1
IL15RA	Q13261	JAK3	P52333	0.395
IL15RA	Q13261	JAK3	P52333	0.395
TRIM28	Q13263	ALDOA	P04075	0.1
TRIM28	Q13263	MDM2	Q00987	0.546
SEMA3F	Q13275	NRP2	O60462	0.527
G3BP1	Q13283	DDX58	O95786	0.215
G3BP1	Q13283	DDX58	O95786	0.215
G3BP1	Q13283	EIF2AK2	P19525	0.189
G3BP1	Q13283	EIF2AK2	P19525	0.189
G3BP1	Q13283	G3BP2	Q9UN86	0.469
NR5A1	Q13285	CYP19A1	P11511	0.347
NR5A1	Q13285	CYP11B2	P19099	0.347
NR5A1	Q13285	HSD3B2	P26439	0.274
NMI	Q13287	SOX10	P56693	0.359
GPR17	Q13304	GNAI3	P08754	0.3
GPR17	Q13304	GNAO1	P09471	0.1
GPR17	Q13304	GNAQ	P50148	0.299
GPR17	Q13304	GNAI1	P63096	0.321
ATM	Q13315	CHEK2	O96017	0.769
SKP2	Q13309	CDKN1B	P46527	0.711
SKP2	Q13309	SMAD4	Q13485	0.333
SKP2	Q13309	DAB2IP	Q5VWQ8	0.156
SKP2	Q13309	SCF-SKP2	SIGNOR-C136	0.927
PABPC4	Q13310	NFX1	Q12986	0.138
ATM	Q13315	CHEK1	O14757	0.784
ATM	Q13315	CHEK1	O14757	0.784
ATM	Q13315	MDM4	O15151	0.66
ATM	Q13315	MDM4	O15151	0.66
ATM	Q13315	MDM4	O15151	0.66
ATM	Q13315	MDM4	O15151	0.66
ATM	Q13315	RNF40	O75150	0.372
ATM	Q13315	RAD17	O75943	0.795
ATM	Q13315	RAD17	O75943	0.795
ATM	Q13315	UFL1	O94874	0.1
ATM	Q13315	NFAT5	O94916	0.16
ATM	Q13315	NFAT5	O94916	0.16
ATM	Q13315	NFAT5	O94916	0.16
ATM	Q13315	CHEK2	O96017	0.769
ATM	Q13315	CHEK2	O96017	0.769
ATM	Q13315	CHEK2	O96017	0.769
ATM	Q13315	CHEK2	O96017	0.769
ATM	Q13315	CHEK2	O96017	0.769
ATM	Q13315	ABL1	P00519	0.666
ATM	Q13315	ABL1	P00519	0.666
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	TP53	P04637	0.783
ATM	Q13315	SP1	P08047	0.276
ATM	Q13315	PVR	P15151	0.142
ATM	Q13315	ATF2	P15336	0.474
ATM	Q13315	ATF2	P15336	0.474
ATM	Q13315	RPA2	P15927	0.752
ATM	Q13315	RPA2	P15927	0.752
ATM	Q13315	H2AX	P16104	0.1
ATM	Q13315	CREB1	P16220	0.438
ATM	Q13315	CREB1	P16220	0.438
ATM	Q13315	XPA	P23025	0.523
ATM	Q13315	XPA	P23025	0.523
ATM	Q13315	CDC25C	P30307	0.378
ATM	Q13315	AKT1	P31749	0.306
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	MDM2	Q00987	0.677
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	BRCA1	P38398	0.76
ATM	Q13315	PPP1R2	P41236	0.1
ATM	Q13315	MRE11	P49959	0.1
ATM	Q13315	PEX5	P50542	0.416
ATM	Q13315	BLM	P54132	0.721
ATM	Q13315	TERF1	P54274	0.476
ATM	Q13315	PRKDC	P78527	0.675
ATM	Q13315	MDM2	Q00987	0.677
ATM	Q13315	MDM2	Q00987	0.677
ATM	Q13315	MDM2	Q00987	0.677
ATM	Q13315	E2F1	Q01094	0.597
ATM	Q13315	EP300	Q09472	0.287
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	TP53BP1	Q12888	0.827
ATM	Q13315	ATM	Q13315	0.1
ATM	Q13315	ATM	Q13315	0.1
ATM	Q13315	ATM	Q13315	0.1
ATM	Q13315	ATM	Q13315	0.1
ATM	Q13315	ATM	Q13315	0.1
ATM	Q13315	EIF4EBP1	Q13541	0.429
ATM	Q13315	WRN	Q14191	0.772
ATM	Q13315	WRN	Q14191	0.772
MAPK8IP2	Q13387	MAPK8	P45983	0.587
ATM	Q13315	SMC1A	Q14683	0.64
ATM	Q13315	SMC1A	Q14683	0.64
ATM	Q13315	SMC1A	Q14683	0.64
ATM	Q13315	SMAD1	Q15797	0.1
ATM	Q13315	STK11	Q15831	0.478
ATM	Q13315	STK11	Q15831	0.478
ATM	Q13315	CCDC6	Q16204	0.162
ATM	Q13315	HIF1A	Q16665	0.363
ATM	Q13315	RIF1	Q5UIP0	0.398
ATM	Q13315	RNF20	Q5VTR2	0.437
ATM	Q13315	FBXO31	Q5XUX0	0.328
ATM	Q13315	ABRAXAS1	Q6UWZ7	0.1
ATM	Q13315	ABRAXAS1	Q6UWZ7	0.1
ATM	Q13315	TAOK1	Q7L7X3	0.329
ATM	Q13315	TAOK1	Q7L7X3	0.329
ATM	Q13315	TAOK1	Q7L7X3	0.329
ATM	Q13315	TAOK1	Q7L7X3	0.329
ATM	Q13315	RRM2B	Q7LG56	0.421
ATM	Q13315	KHSRP	Q92945	0.285
ATM	Q13315	KHSRP	Q92945	0.285
ATM	Q13315	FBXW7	Q969H0	0.288
ATM	Q13315	L3MBTL2	Q969R5	0.1
ATM	Q13315	AURKB	Q96GD4	0.292
ATM	Q13315	DCLRE1C	Q96SD1	0.553
ATM	Q13315	DCLRE1C	Q96SD1	0.553
ATM	Q13315	DCLRE1C	Q96SD1	0.553
ATM	Q13315	PNKP	Q96T60	0.318
ATM	Q13315	PNKP	Q96T60	0.318
ATM	Q13315	RAD9A	Q99638	0.686
ATM	Q13315	RBBP8	Q99708	0.767
ATM	Q13315	RBBP8	Q99708	0.767
ATM	Q13315	NABP2	Q9BQ15	0.404
ATM	Q13315	FANCD2	Q9BXW9	0.705
ATM	Q13315	FANCD2	Q9BXW9	0.705
ATM	Q13315	FANCD2	Q9BXW9	0.705
ATM	Q13315	FANCD2	Q9BXW9	0.705
ATM	Q13315	TP63	Q9H3D4	0.304
ATM	Q13315	TP63	Q9H3D4	0.304
ATM	Q13315	TP63	Q9H3D4	0.304
ATM	Q13315	NHEJ1	Q9H9Q4	0.469
ATM	Q13315	PIDD1	Q9HB75	0.523
ATM	Q13315	AVEN	Q9NQS1	0.251
ATM	Q13315	UBQLN4	Q9NRR5	0.1
ATM	Q13315	TDP1	Q9NUW8	0.447
ATM	Q13315	FANCI	Q9NVI1	0.433
ATM	Q13315	AATF	Q9NY61	0.291
ATM	Q13315	DBF4	Q9UBU7	0.246
ATM	Q13315	DBF4	Q9UBU7	0.246
ATM	Q13315	DBF4	Q9UBU7	0.246
MAPK8IP2	Q13387	MAPK9	P45984	0.531
ATM	Q13315	DAXX	Q9UER7	0.418
ATM	Q13315	IKBKG	Q9Y6K9	0.662
ATM	Q13315	AKT	SIGNOR-PF24	0.306
GRB10	Q13322	INSR	P06213	0.614
GRB10	Q13322	IGF1R	P08069	0.679
GRB10	Q13322	PIK3R1	P27986	0.35
GRB10	Q13322	PI3K	SIGNOR-C156	0.258
BIK	Q13323	BCL2L1	Q07817	0.762
SGCG	Q13326	DGC	SIGNOR-C217	0.35
MTA1	Q13330	SNAI2	O43623	0.36
MTA1	Q13330	SNAI1	O95863	0.393
MTA1	Q13330	CXCL1	P09341	0.1
MTA1	Q13330	CDH1	P12830	0.277
MTA1	Q13330	EPHA2	P29317	0.202
MTA1	Q13330	MBD2/NuRD complex	SIGNOR-C337	0.814
MTA1	Q13330	MBD3/NuRD complex	SIGNOR-C338	0.827
CASP8	Q14790	CYCS	P99999	0.333
EIF3I	Q13347	TGFBR2	P37173	0.273
EIF3I	Q13347	EIF3_complex	SIGNOR-C401	0.927
ITGAD	Q13349	AD/b2 integrin	SIGNOR-C172	0.696
KLF1	Q13351	KLF8	O95600	0.142
KLF1	Q13351	HBB	P68871	0.269
KLF1	Q13351	FLI1	Q01543	0.314
ITGB3BP	Q13352	CCAN complex	SIGNOR-C365	0.697
PPP2R5C	Q13362	ATF1	P18846	0.1
PPP2R5C	Q13362	ATF1	P18846	0.1
PPP2R5C	Q13362	ATF1	P18846	0.1
PPP2R5C	Q13362	ATF1	P18846	0.1
CTBP1	Q13363	CLDN7	O95471	0.1
CTBP1	Q13363	VDR	P11473	0.298
CTBP1	Q13363	CDH1	P12830	0.478
CTBP1	Q13363	BRCA1	P38398	0.549
CTBP1	Q13363	BRCA1	P38398	0.549
CTBP1	Q13363	UBE2D3	P61077	0.1
CTBP1	Q13363	BHLHE41	Q9C0J9	0.186
PLD1	Q13393	phosphatidic acid	CHEBI:16337	0.1
MYO7A	Q13402	TIP-LINK complex	SIGNOR-C291	0.529
UBE2V1	Q13404	TRAF6	Q9Y4K3	0.629
MRPL49	Q13405	39S mitochondrial large ribosomal subunit	SIGNOR-C285	0.725
ILK	Q13418	MYL12B	O14950	0.214
ILK	Q13418	MYL12B	O14950	0.214
ILK	Q13418	PPP1R12A	O14974	0.534
ILK	Q13418	PPP1R12A	O14974	0.534
ILK	Q13418	PPP1R12A	O14974	0.534
ILK	Q13418	PPP1R12A	O14974	0.534
ILK	Q13418	PPP1R12A	O14974	0.534
ILK	Q13418	CFL1	P23528	0.251
ILK	Q13418	AKT1	P31749	0.706
ILK	Q13418	AKT1	P31749	0.706
ILK	Q13418	NACA	Q13765	0.36
ILK	Q13418	PPP1R14C	Q8TAE6	0.433
ILK	Q13418	PPP1R14A	Q96A00	0.435
SMAD4	Q13485	MYC	P01106	0.52
ILK	Q13418	PPP1R14B	Q96C90	0.309
ILK	Q13418	IPP complex	SIGNOR-C380	0.878
ILK	Q13418	AKT	SIGNOR-PF24	0.706
ILK	Q13418	AKT	SIGNOR-PF24	0.706
IKZF1	Q13422	LNPEP	Q9UIQ6	0.182
SNTA1	Q13424	NOS1	P29475	0.549
SNTA1	Q13424	DGC	SIGNOR-C217	0.447
SNTB2	Q13425	DGC	SIGNOR-C217	0.404
XRCC4	Q13426	Lig4-Xrcc4 complex	SIGNOR-C354	0.949
TCOF1	Q13428	NBN	O60934	0.256
OS9	Q13438	TRPV4	Q9HBA0	0.314
ADAM9	Q13443	FGFR2	P21802	0.148
FKBP5	Q13451	NR3C1	P04150	0.658
MYO9B	Q13459	CDC42	P60953	0.494
MYO9B	Q13459	RHOA	P61586	0.787
MYO9B	Q13459	RAC1	P63000	0.476
ROCK1	Q13464	KCNK3	O14649	0.1
ROCK1	Q13464	KCNK3	O14649	0.1
ROCK1	Q13464	MYL12B	O14950	0.531
ROCK1	Q13464	MYL12B	O14950	0.531
ROCK1	Q13464	PPP1R12A	O14974	0.712
ROCK1	Q13464	PPP1R12A	O14974	0.712
ROCK1	Q13464	PPP1R12B	O60237	0.5
ROCK1	Q13464	PFN1	P07737	0.175
ROCK1	Q13464	VIM	P08670	0.314
ROCK1	Q13464	GFAP	P14136	0.247
ROCK1	Q13464	GFAP	P14136	0.247
ROCK1	Q13464	DES	P17661	0.272
ROCK1	Q13464	DES	P17661	0.272
ROCK1	Q13464	DES	P17661	0.272
ROCK1	Q13464	MAPK8IP3	Q9UPT6	0.21
ROCK1	Q13464	DES	P17661	0.272
ROCK1	Q13464	MYL12A	P19105	0.464
ROCK1	Q13464	MYL9	P24844	0.55
ROCK1	Q13464	MYL9	P24844	0.55
ROCK1	Q13464	MYL9	P24844	0.55
ROCK1	Q13464	MSN	P26038	0.637
ROCK1	Q13464	RDX	P35241	0.63
ROCK1	Q13464	RDX	P35241	0.63
ROCK1	Q13464	ADD1	P35611	0.331
ROCK1	Q13464	ADD1	P35611	0.331
ROCK1	Q13464	SOX9	P48436	0.197
ROCK1	Q13464	LIMK1	P53667	0.566
ROCK1	Q13464	LIMK2	P53671	0.59
ROCK1	Q13464	LIMK2	P53671	0.59
ROCK1	Q13464	MAPK8IP3	Q9UPT6	0.21
ROCK1	Q13464	PTEN	P60484	0.56
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	ARHGAP24	Q8N264	0.364
ROCK1	Q13464	LPP	Q93052	0.1
ROCK1	Q13464	ARHGAP35	Q9NRY4	0.292
ROCK1	Q13464	MAPK8IP3	Q9UPT6	0.21
ROCK1	Q13464	FHOD1	Q9Y613	0.206
ROCK1	Q13464	FHOD1	Q9Y613	0.206
ROCK1	Q13464	FHOD1	Q9Y613	0.206
FZD5	Q13467	DVL1	O14640	0.575
FZD5	Q13467	DVL2	O14641	0.648
FZD5	Q13467	LRP5	O75197	0.594
NFATC2	Q13469	IL4	P05112	0.406
NFATC2	Q13469	IL4	P05112	0.406
NFATC2	Q13469	IL6	P05231	0.266
NFATC2	Q13469	MYOG	P15173	0.17
NFATC2	Q13469	MEF2A	Q02078	0.304
NFATC2	Q13469	MEF2D	Q14814	0.534
NFATC2	Q13469	MYOF	Q9NZM1	0.1
NFATC2	Q13469	GPC6	Q9Y625	0.228
GAB1	Q13480	ARHGAP32	A7KAX9	0.255
GAB1	Q13480	PIK3CA	P42336	0.375
GAB1	Q13480	PI3K	SIGNOR-C156	0.457
SMAD4	Q13485	SMAD4/JUN	SIGNOR-C10	0.603
SMAD4	Q13485	SMAD5/SMAD4	SIGNOR-C205	0.691
SMAD4	Q13485	SMAD8/SMAD4	SIGNOR-C206	0.705
SMAD4	Q13485	SMAD2/SMAD4	SIGNOR-C8	0.757
BIRC3	Q13489	TRAF2	Q12933	0.899
BIRC3	Q13489	BIRC3	Q13489	0.1
BIRC3	Q13489	BIRC2	Q13490	0.45
BIRC3	Q13489	RIPK1	Q13546	0.678
BIRC3	Q13489	RIPK1	Q13546	0.678
BIRC3	Q13489	RIPK1	Q13546	0.678
BIRC3	Q13489	MAP3K14	Q99558	0.603
BIRC2	Q13490	CASP2	P42575	0.421
BIRC2	Q13490	TRAF2	Q12933	0.866
BIRC2	Q13490	TRAF2	Q12933	0.866
BIRC2	Q13490	BIRC2	Q13490	0.1
BIRC2	Q13490	RIPK1	Q13546	0.703
BIRC2	Q13490	UBE2J1	Q9Y385	0.328
PICALM	Q13492	CLTCL1	P53675	0.713
PICALM	Q13492	CLTC	Q00610	0.708
SQSTM1	Q13501	SOD1	P00441	0.444
SQSTM1	Q13501	WDFY3	Q8IZQ1	0.471
MED21	Q13503	Core mediator complex	SIGNOR-C405	0.805
PRPF4B	Q13523	ELK1	P19419	0.1
PRPF4B	Q13523	KLF13	Q9Y2Y9	0.291
PIN1	Q13526	MYC	P01106	0.525
PIN1	Q13526	IFNB1	P01574	0.1
PIN1	Q13526	IRS1	P35568	0.1
PIN1	Q13526	XPO5	Q9HAV4	0.1
ATR	Q13535	CHEK1	O14757	0.908
ATR	Q13535	CHEK1	O14757	0.908
ATR	Q13535	FANCA	O15360	0.545
ATR	Q13535	XRCC3	O43542	0.368
ATR	Q13535	NBN	O60934	0.744
ATR	Q13535	WDHD1	O75717	0.457
ATR	Q13535	RAD17	O75943	0.821
ATR	Q13535	CHEK2	O96017	0.807
ATR	Q13535	TP53	P04637	0.696
ATR	Q13535	RPA2	P15927	0.702
ATR	Q13535	CREB1	P16220	0.292
ATR	Q13535	XPA	P23025	0.43
ATR	Q13535	XPA	P23025	0.43
ATR	Q13535	XPA	P23025	0.43
ATR	Q13535	XPA	P23025	0.43
ATR	Q13535	MCM4	P33991	0.644
ATR	Q13535	BRCA1	P38398	0.774
ATR	Q13535	BRCA1	P38398	0.774
ATR	Q13535	BRCA1	P38398	0.774
ATR	Q13535	BRCA1	P38398	0.774
ATR	Q13535	BRCA1	P38398	0.774
ATR	Q13535	BRCA1	P38398	0.774
ATR	Q13535	BRCA1	P38398	0.774
ATR	Q13535	MCM2	P49736	0.637
ATR	Q13535	PRKDC	P78527	0.193
ATR	Q13535	MDM2	Q00987	0.413
ATR	Q13535	E2F1	Q01094	0.319
ATR	Q13535	XPC	Q01831	0.402
ATR	Q13535	KMT2A	Q03164	0.196
ATR	Q13535	ATM	Q13315	0.745
ATR	Q13535	ATRIP	Q8WXE1	0.869
ATR	Q13535	CDS1	Q92903	0.247
ATR	Q13535	RBBP8	Q99708	0.49
